#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2025-05-30-15-39-33
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer	source
#types	time	string	addr	port	addr	port	string	string	bool	string	string
1499169223.076809	Cw8x663p2bi718hpac	fe80::266e:96ff:fe4a:377a	8612	ff02::1	8612	bad_UDP_checksum	-	F	zeek	UDP
1499190829.694265	CFRW5ZXNa29ehKkt9	192.168.10.25	61240	52.84.145.164	443	possible_split_routing	-	F	zeek	-
1499190841.384840	CJT23R3Zt7PP92ICVf	192.168.10.25	61296	192.124.249.5	443	possible_split_routing	-	F	zeek	-
1499190955.628446	Ccx7gb2efuoqla8rul	192.168.10.25	61334	52.84.145.136	443	possible_split_routing	-	F	zeek	-
1499191049.857189	CQek812jh7NsYw3U2l	192.168.10.19	56003	152.163.66.165	443	window_recision	-	F	zeek	-
1499191052.143829	CSHGT94HZX2i2aA1m9	192.168.10.19	53410	192.82.242.50	443	window_recision	-	F	zeek	-
1499191054.265237	CZk0VK2cFBLpjGZj02	192.168.10.19	50693	152.163.50.3	443	window_recision	-	F	zeek	-
1499191061.534358	CcLRnl1ugxooUVEzz7	192.168.10.19	34064	149.174.66.131	443	window_recision	-	F	zeek	-
1499191077.229087	CZiHn11j7zUPb6sqIl	192.168.10.19	56005	152.163.66.165	443	window_recision	-	F	zeek	-
1499191077.293270	CyQBas3nY0rkcKRyMf	192.168.10.19	56004	152.163.66.165	443	window_recision	-	F	zeek	-
1499191077.613098	ChVLNa4Gi9adlDw0l	192.168.10.19	55981	152.163.66.165	443	window_recision	-	F	zeek	-
1499191116.158639	CTAglj4M5ipGVX7P35	192.168.10.19	34175	149.174.66.131	443	window_recision	-	F	zeek	-
1499191131.474337	CtMJ7R2mxcVM4YsVO6	192.168.10.19	37557	68.67.178.197	443	possible_split_routing	-	F	zeek	-
1499191135.964771	CebdGr4K1x74YL2yxh	192.168.10.19	35222	169.60.66.39	443	possible_split_routing	-	F	zeek	-
1499191137.719254	CrRJ1k1Q1unA6B3Dig	192.168.10.19	36327	104.97.125.195	443	possible_split_routing	-	F	zeek	-
1499191142.644807	CXchVM3WTIISDFnmk8	192.168.10.25	61414	52.84.145.207	443	possible_split_routing	-	F	zeek	-
1499191142.649088	CWspGsvLXpFGPnzL5	192.168.10.19	33304	152.163.56.2	443	window_recision	-	F	zeek	-
1499191144.798585	CHze6A2Lkc3MfcYuRk	192.168.10.19	40599	207.200.74.133	443	window_recision	-	F	zeek	-
1499191174.042970	CHXHJe2hJqTT3BqV27	192.168.10.5	58658	192.82.242.50	443	window_recision	-	F	zeek	-
1499191183.933320	CfbZKivTH4KRtzwTe	192.168.10.5	58652	152.163.56.2	443	window_recision	-	F	zeek	-
1499191203.443469	CAdI3ixAL1aaviWSd	192.168.10.19	38041	162.248.16.50	443	window_recision	-	F	zeek	-
1499191223.834067	CeH3P231ikR8xctPr7	192.168.10.19	34403	149.174.66.131	443	window_recision	-	F	zeek	-
1499191231.563000	CcazzJ3NPseUABbMU4	192.168.10.19	40069	149.174.66.133	443	window_recision	-	F	zeek	-
1499191234.022626	CGA3stLkDeTcoPde7	192.168.10.19	34896	152.163.13.4	443	window_recision	-	F	zeek	-
1499191234.685315	COM4Pz4VVKkCuAGrJ6	192.168.10.19	33505	152.163.56.2	443	window_recision	-	F	zeek	-
1499191234.722673	CvJUQU3gjFDsigw1Zk	192.168.10.19	54137	152.163.13.6	443	window_recision	-	F	zeek	-
1499191235.406386	C773Yu4o0Avlxtsxs8	192.168.10.19	34422	149.174.66.131	443	window_recision	-	F	zeek	-
1499191235.542433	C3pGyP5bXQGLT8I64	192.168.10.19	34915	152.163.13.4	443	window_recision	-	F	zeek	-
1499191235.570888	Cpx6bV1ByAbTqJRK9f	192.168.10.19	34424	149.174.66.131	443	window_recision	-	F	zeek	-
1499191235.706594	CKVGqWlHZUJ03aFsc	192.168.10.19	34918	152.163.13.4	443	window_recision	-	F	zeek	-
1499191280.357060	CD9qUB4KcYkXnNOl06	192.168.10.12	40614	104.19.192.102	443	possible_split_routing	-	F	zeek	-
1499191282.363435	Cvkpd94670U1OPihu8	192.168.10.12	42352	199.96.57.6	443	possible_split_routing	-	F	zeek	-
1499191320.687419	Cs6Erx2yIyMpT2MPse	192.168.10.25	61484	52.84.145.117	443	possible_split_routing	-	F	zeek	-
1499191387.549224	CUthhW3IEV6nPUSEMi	192.168.10.8	55664	172.217.12.174	443	possible_split_routing	-	F	zeek	-
1499191389.114581	CcNCuyEPwHOTjx91c	192.168.10.8	55679	23.15.155.27	80	possible_split_routing	-	F	zeek	-
1499191389.379713	Ce6mGa1rZfH7Ns2GU3	192.168.10.8	55682	23.15.155.27	80	possible_split_routing	-	F	zeek	-
1499191391.773320	COQ1OD3QsDjHg5IFP5	192.168.10.8	55713	104.20.50.244	443	possible_split_routing	-	F	zeek	-
1499191392.238468	Ct5c6CS2l56ceI4n	192.168.10.8	55745	52.84.143.147	80	possible_split_routing	-	F	zeek	-
1499191392.238470	CVGfF648oQ47PYnGVf	192.168.10.8	55746	52.84.143.147	80	possible_split_routing	-	F	zeek	-
1499191392.836831	Cg5NOw4t3zso5qo855	192.168.10.8	55766	66.110.99.16	443	possible_split_routing	-	F	zeek	-
1499191503.936849	CNeyyTr7yCVdPT87a	192.168.10.19	53122	104.24.20.85	80	possible_split_routing	-	F	zeek	-
1499191504.019097	CSvqrs1GqEjMxcshD5	192.168.10.19	36165	172.217.10.74	80	inflate_failed	-	F	zeek	ZIP
1499191504.112630	CWMPAc2Ad6uPMZfUb1	192.168.10.19	36164	172.217.10.74	80	inflate_failed	-	F	zeek	ZIP
1499191507.714519	CNeyyTr7yCVdPT87a	192.168.10.19	53122	104.24.20.85	80	inflate_failed	-	F	zeek	ZIP
1499191507.916039	C7s1Jz3SAlCYVYkjGk	192.168.10.19	50324	104.24.21.85	80	inflate_failed	-	F	zeek	ZIP
1499191556.148954	C3aoOP18kl7FGWLdD1	192.168.10.25	61556	52.84.145.136	443	possible_split_routing	-	F	zeek	-
1499191651.950513	CmaqYq4RrphjjmW4Oc	192.168.10.51	40278	172.16.0.1	443	possible_split_routing	-	F	zeek	-
1499191653.443889	CmfVDviYkYpUdNEv7	192.168.10.51	40281	172.16.0.1	443	possible_split_routing	-	F	zeek	-
1499191718.684596	C6OheJ1LRveLROybSa	192.168.10.14	56401	104.20.105.11	80	inflate_failed	-	F	zeek	ZIP
1499191718.698130	CqB2P73vZsI5svPvp1	192.168.10.14	56399	104.20.105.11	80	inflate_failed	-	F	zeek	ZIP
1499191719.172394	C7rQ5F2IuxYXKEaL04	192.168.10.14	56402	104.20.105.11	80	inflate_failed	-	F	zeek	ZIP
1499191751.894563	C5Oxci4qraOjObSvEj	192.168.10.25	61633	52.84.145.135	443	possible_split_routing	-	F	zeek	-
1499191785.816476	CeZ8mucKUtplSg694	192.168.10.9	7650	151.101.0.200	80	inflate_failed	-	F	zeek	ZIP
1499191786.004681	C1ONf92ISgoPS1q65j	192.168.10.9	7651	151.101.0.249	80	inflate_failed	-	F	zeek	ZIP
1499191786.061370	C4c3EV1HJHte4gDgNk	192.168.10.9	7653	151.101.0.249	80	inflate_failed	-	F	zeek	ZIP
1499191786.317546	CIwRdIyq7KBFyX8Hi	192.168.10.9	7655	52.9.76.234	80	inflate_failed	-	F	zeek	ZIP
1499191788.225167	CRQGEXdVPdC3t4rFd	192.168.10.9	7666	72.21.91.113	80	inflate_failed	-	F	zeek	ZIP
1499191788.582243	Cg75xg1fHWuUA5H4Hg	192.168.10.9	7687	151.101.1.108	80	inflate_failed	-	F	zeek	ZIP
1499191788.598010	Cim3hg2qn7QIn1Eil6	192.168.10.9	7682	93.184.216.38	80	inflate_failed	-	F	zeek	ZIP
1499191788.601074	Cutcs72cQU7JqB2bsi	192.168.10.9	7685	52.84.143.5	80	inflate_failed	-	F	zeek	ZIP
1499191788.703063	Cm1rKb2ieFg3wpxYY3	192.168.10.9	7686	52.84.145.62	80	inflate_failed	-	F	zeek	ZIP
1499191789.160800	CnF25y49SvL0KdCkma	192.168.10.9	7709	68.67.180.12	80	inflate_failed	-	F	zeek	ZIP
1499191791.517210	C2KmEO3x2zhPR0twA6	192.168.10.9	7804	151.101.44.129	80	inflate_failed	-	F	zeek	ZIP
1499191792.190675	CdiFxH288xGV0NODx5	192.168.10.9	7838	146.88.138.76	443	possible_split_routing	-	F	zeek	-
1499191792.819415	C7Uh8R2UEzEeKSNnG1	192.168.10.8	55823	172.217.11.34	443	possible_split_routing	-	F	zeek	-
1499191793.175063	CS3Lx53le1V42Et381	192.168.10.8	55852	50.18.173.83	443	possible_split_routing	-	F	zeek	-
1499191842.447142	CIn88s2Hf6HkcGu0g	192.168.10.5	58713	192.168.10.3	49671	netlogon_dce_rpc_auth_type	68	F	zeek	DCE_RPC
1499191934.848526	Cloof616BOvP0UByT6	192.168.10.5	58726	54.228.225.191	443	possible_split_routing	-	F	zeek	-
1499192001.282557	CL7tJb1bcAspkLoW9b	192.168.10.25	61774	52.84.145.70	443	possible_split_routing	-	F	zeek	-
1499192038.918120	CB6cby3E9zc8AYBoVd	192.168.10.17	43872	140.205.220.98	80	inflate_failed	-	F	zeek	ZIP
1499192039.146806	CHnL5A1nGYFX5ON8Ef	192.168.10.17	53181	66.198.24.225	80	inflate_failed	-	F	zeek	ZIP
1499192039.148780	CyBMRp3X2P8oR4WlM2	192.168.10.17	53183	66.198.24.225	80	inflate_failed	-	F	zeek	ZIP
1499192039.149826	C7prn51be6LHDPOkFj	192.168.10.17	53185	66.198.24.225	80	inflate_failed	-	F	zeek	ZIP
1499192040.540483	CIdbtj2zJi9ThRvHM4	192.168.10.17	53202	66.198.24.225	80	inflate_failed	-	F	zeek	ZIP
1499192043.433917	Cj4Amz1u3tDJ4Mua9g	192.168.10.17	43918	140.205.220.98	80	inflate_failed	-	F	zeek	ZIP
1499192048.462703	CsKZd3ZxtMPd4zLI5	192.168.10.17	56361	106.11.92.16	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499192049.210558	C5G2Ds3JXSpzKblwra	192.168.10.17	43926	140.205.220.98	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499192049.211172	Cwpiif4PIvaUxNzaR3	192.168.10.17	43925	140.205.220.98	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499192049.216606	Co9Zt538Uu41ZccEV8	192.168.10.17	43924	140.205.220.98	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499192049.218761	CHvNvi1CN45sOgHiNj	192.168.10.17	43923	140.205.220.98	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499192049.253558	CVecPYAzRnDNnZFHl	192.168.10.17	51268	140.205.156.223	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499192049.259635	CvTarq2nqmDN6oUiO9	192.168.10.17	51266	140.205.156.223	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499192049.259641	CwX1prMEhaGLezfL9	192.168.10.17	51269	140.205.156.223	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499192049.477102	CXkOEj2cgvHZEJepyh	192.168.10.17	48915	42.156.140.84	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499192049.485580	CgXd5y4T96JHnHlkaa	192.168.10.17	48907	42.156.140.84	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499192074.371677	CC5GFb1YQ9rIWNACe	192.168.10.25	61809	52.84.145.65	443	possible_split_routing	-	F	zeek	-
1499192080.401693	C92veC1B0dMlLEuhS6	192.168.10.5	58845	172.217.10.66	80	inflate_failed	-	F	zeek	ZIP
1499192080.524057	Cpj6ln2Ez75jiluSXf	192.168.10.5	58841	104.18.52.206	80	inflate_failed	-	F	zeek	ZIP
1499192080.609887	CQ35zVwYXq93OI30h	192.168.10.5	58836	104.18.52.206	80	inflate_failed	-	F	zeek	ZIP
1499192080.622841	CDsTB73HBfuG5hI5re	192.168.10.5	58842	104.18.52.206	80	inflate_failed	-	F	zeek	ZIP
1499192115.938082	CHkvNO25FICxfJmhY6	192.168.10.12	44326	149.174.66.131	443	window_recision	-	F	zeek	-
1499192116.993955	CleSya14iVDNSswLik	192.168.10.12	33476	152.163.13.4	443	window_recision	-	F	zeek	-
1499192119.766794	CB7kp42Rg05QTDG1Fb	192.168.10.25	61887	93.184.216.135	80	above_hole_data_without_any_acks	-	F	zeek	TCP
1499192160.034539	ClzdHw4ILYt14V1hyl	192.168.10.25	61934	52.84.145.136	443	possible_split_routing	-	F	zeek	-
1499192197.807481	C6iR1v3AZN7L2kIZKb	192.168.10.15	57000	23.66.190.240	80	inflate_failed	-	F	zeek	ZIP
1499192197.933698	C9WBkI1spWsnFgDWej	192.168.10.15	57002	23.66.190.240	80	inflate_failed	-	F	zeek	ZIP
1499192198.098008	CSlIZC4Q9t8hI2JJQ2	192.168.10.15	57006	104.97.135.177	80	inflate_failed	-	F	zeek	ZIP
1499192198.109139	Cybmju17OWoSfKaC34	192.168.10.15	57003	23.66.190.240	80	inflate_failed	-	F	zeek	ZIP
1499192198.119087	CRasfn2opFzXPO0mIe	192.168.10.15	57004	23.66.190.240	80	inflate_failed	-	F	zeek	ZIP
1499192198.928356	C74J8d1pR5WMEOtbz2	192.168.10.15	57007	23.208.164.68	80	inflate_failed	-	F	zeek	ZIP
1499192200.077581	CPeNR329sXIl4aIk4i	192.168.10.15	57019	172.217.12.136	80	inflate_failed	-	F	zeek	ZIP
1499192203.067121	C0bz6x1vKXVPRWEVea	192.168.10.17	33157	172.217.12.198	443	possible_split_routing	-	F	zeek	-
1499192203.067124	C7OnNS273nXfne7sa6	192.168.10.17	33158	172.217.12.198	443	possible_split_routing	-	F	zeek	-
1499192207.403386	CmMaSd3xLihoaoF1oa	192.168.10.15	57043	8.18.45.71	443	window_recision	-	F	zeek	-
1499192207.404163	Cz9xfN3dTdQWiPX1De	192.168.10.15	57044	8.18.45.71	443	window_recision	-	F	zeek	-
1499192208.851766	C4e6HE22sv0M4cOnel	192.168.10.17	55368	52.44.243.83	443	possible_split_routing	-	F	zeek	-
1499192209.245816	C8N6Vx2ck62zJZwq3e	192.168.10.17	33750	178.255.83.1	80	possible_split_routing	-	F	zeek	-
1499192219.249411	C1izIQawcCT2AEcre	192.168.10.17	32817	152.163.56.2	443	window_recision	-	F	zeek	-
1499192219.491471	COaAheCNDmyZppY85	192.168.10.17	52487	195.93.42.12	443	window_recision	-	F	zeek	-
1499192233.624589	CW251e194vCGeaNp5f	192.168.10.16	37590	152.163.56.2	443	window_recision	-	F	zeek	-
1499192280.097529	CxWzTn36yoMryTnWqj	192.168.10.25	61998	104.27.121.110	443	possible_split_routing	-	F	zeek	-
1499192318.316504	CWEpzp2iEbwgDhSyjj	192.168.10.19	52865	8.18.45.80	443	window_recision	-	F	zeek	-
1499192324.012769	CYsTQzzKAdfZbksUj	192.168.10.19	35456	8.18.45.65	443	window_recision	-	F	zeek	-
1499192325.250927	Ca33r620CitPJo8zB9	192.168.10.25	62116	52.84.145.164	443	possible_split_routing	-	F	zeek	-
1499192327.597799	CKMP9O3ywiS9PnIZRd	192.168.10.19	36419	207.171.14.249	443	window_recision	-	F	zeek	-
1499192328.910586	CqeKm64pmGaPOH2Cy5	192.168.10.19	54299	152.163.13.6	443	window_recision	-	F	zeek	-
1499192329.482750	CpslOk4I8GNp1lbEK8	192.168.10.19	44464	149.174.66.134	443	window_recision	-	F	zeek	-
1499192331.774811	CDzU0M3cliSGSXi9e2	192.168.10.19	41013	207.200.74.133	443	window_recision	-	F	zeek	-
1499192332.477433	CsPtfr3M4ezX6wADrb	192.168.10.19	33741	152.163.56.2	443	window_recision	-	F	zeek	-
1499192341.471657	CJtQ3L1Ao647LEUmBb	192.168.10.25	62132	104.73.252.128	80	inflate_failed	-	F	zeek	ZIP
1499192341.822804	CdNNBB4tIYomRWUcff	192.168.10.25	62134	104.73.252.128	80	inflate_failed	-	F	zeek	ZIP
1499192346.048291	CWsA13YP8VNZ2v86g	192.168.10.25	62195	52.84.145.224	443	possible_split_routing	-	F	zeek	-
1499192357.636032	CjYE8B1byKxOpuMiY4	192.168.10.25	62214	172.217.12.198	443	possible_split_routing	-	F	zeek	-
1499192357.636496	C2CvfH1YXkVL8TghV2	192.168.10.25	62221	52.84.145.224	443	possible_split_routing	-	F	zeek	-
1499192357.647326	CFeKSsNlgHdZRx5X9	192.168.10.25	62220	172.217.7.2	443	possible_split_routing	-	F	zeek	-
1499192359.042032	CIbjaw2IQQ2jhf9K2	192.168.10.25	62272	34.192.187.63	443	possible_split_routing	-	F	zeek	-
1499192359.386154	CA4MEE4dRECvLYeiQ1	192.168.10.25	62300	23.208.218.66	443	possible_split_routing	-	F	zeek	-
1499192359.959684	ClLFpe1I0ZQEF2bDvj	192.168.10.25	62309	172.217.10.10	443	possible_split_routing	-	F	zeek	-
1499192360.730521	CcbbXz4mGwUQFVjqke	192.168.10.25	62321	104.20.30.2	443	possible_split_routing	-	F	zeek	-
1499192360.730724	CobA0xbx7gGWgws41	192.168.10.25	62322	104.20.30.2	443	possible_split_routing	-	F	zeek	-
1499192361.709053	CxU0by2lDrjpQ24zvc	192.168.10.25	62336	52.84.145.224	443	possible_split_routing	-	F	zeek	-
1499192363.189367	CT6zH52e9H3nblJMLi	192.168.10.25	62342	52.84.145.198	443	possible_split_routing	-	F	zeek	-
1499192363.287937	CzaWp3d5DHpox84F6	192.168.10.17	54035	104.88.46.33	443	possible_split_routing	-	F	zeek	-
1499192363.517818	Cn7JE2jmHkC6gc09e	192.168.10.25	62350	52.84.145.217	443	possible_split_routing	-	F	zeek	-
1499192363.553288	Cp7xKc41PYtu8s08Je	192.168.10.25	62352	52.84.143.67	443	possible_split_routing	-	F	zeek	-
1499192363.637673	CqWdrk4yd0LFioEZMe	192.168.10.25	62357	23.15.4.9	443	possible_split_routing	-	F	zeek	-
1499192363.671695	CaPe3XFfiU0srb1Kf	192.168.10.17	41098	34.199.156.137	443	possible_split_routing	-	F	zeek	-
1499192369.127523	CPG1t23XQek4USB1gj	192.168.10.25	62406	172.217.10.129	443	possible_split_routing	-	F	zeek	-
1499192370.110377	CK2P5Z0jAquwXpQnl	192.168.10.25	62423	89.186.73.156	443	possible_split_routing	-	F	zeek	-
1499192373.599992	CDn4BfJxML4M7yNi2	192.168.10.25	62535	23.15.4.16	80	inflate_failed	-	F	zeek	ZIP
1499192375.557631	CrfCrl1Ac53OgNDj16	192.168.10.5	59055	23.52.152.146	443	possible_split_routing	-	F	zeek	-
1499192375.746964	CtTNhO2fL4tYCZvhmf	192.168.10.5	59089	23.15.4.11	443	possible_split_routing	-	F	zeek	-
1499192379.119837	CEktJQ2djhY8tYwlI8	192.168.10.5	59159	152.163.56.2	443	window_recision	-	F	zeek	-
1499192379.645832	C0qk9C127oMweUY0xf	192.168.10.5	59158	152.163.56.2	443	window_recision	-	F	zeek	-
1499192379.787521	CymMEq4JapMixWBLo1	192.168.10.5	59169	152.163.51.3	443	window_recision	-	F	zeek	-
1499192380.699255	C3H0qD3zbzapYxYpLa	192.168.10.5	59214	152.163.56.2	443	window_recision	-	F	zeek	-
1499192382.788370	CwHJMfEdqnj5mnqOh	192.168.10.5	59103	216.239.120.246	443	window_recision	-	F	zeek	-
1499192387.977228	CidRsj3zHUvDaJTd4	192.168.10.5	59130	152.163.66.165	443	window_recision	-	F	zeek	-
1499192388.052809	CVC2R41GQcwsHFAQMl	192.168.10.5	59129	152.163.66.165	443	window_recision	-	F	zeek	-
1499192388.092858	C4R6qX2M4V8mEWrFph	192.168.10.5	59128	152.163.66.165	443	window_recision	-	F	zeek	-
1499192390.461120	Cv9p9O2Rte8hpXZC6c	192.168.10.5	59177	192.243.232.36	443	window_recision	-	F	zeek	-
1499192401.689544	CJEEtN1jxJ2JwJQodk	192.168.10.25	62794	104.97.123.3	443	possible_split_routing	-	F	zeek	-
1499192401.910342	C5nfyM1ucL4uEFWxll	192.168.10.25	62814	31.13.80.12	443	possible_split_routing	-	F	zeek	-
1499192402.013641	CCuy1P2IFidMeoiBFh	192.168.10.25	62827	31.13.80.12	443	possible_split_routing	-	F	zeek	-
1499192405.356675	Cugs4hgO4TDmQYtt8	192.168.10.25	62856	23.208.79.80	443	possible_split_routing	-	F	zeek	-
1499192406.092083	CHPrLF46wTWgMKAotg	192.168.10.25	62875	23.208.79.80	443	possible_split_routing	-	F	zeek	-
1499192406.447863	CVWESs1KTr5b71zZ05	192.168.10.25	62884	23.208.79.80	443	possible_split_routing	-	F	zeek	-
1499192411.586598	C2HpHS3In8Ozw85eug	192.168.10.25	62942	23.217.38.252	443	possible_split_routing	-	F	zeek	-
1499192418.324366	CshQJd2C5I5YyMJ2lj	192.168.10.25	63010	98.139.225.43	443	possible_split_routing	-	F	zeek	-
1499192418.791861	C5DTPt3DAskyktT6mb	192.168.10.25	63040	104.196.13.90	443	possible_split_routing	-	F	zeek	-
1499192419.076023	CVANZx2GrnTUixtG9e	192.168.10.25	63050	169.55.70.244	443	possible_split_routing	-	F	zeek	-
1499192420.224858	CIkr3Q2T445TSfjuOj	192.168.10.25	63054	149.174.66.131	443	window_recision	-	F	zeek	-
1499192421.135058	CQkGt22hCvtE4vGiDb	192.168.10.25	63066	149.174.66.131	443	window_recision	-	F	zeek	-
1499192421.340969	CBbEf92t2fqvwWFFnb	192.168.10.25	63093	152.163.56.2	443	window_recision	-	F	zeek	-
1499192421.462453	Cu8Meg4X1kR9ManaNg	192.168.10.25	63099	152.163.56.2	443	window_recision	-	F	zeek	-
1499192522.180571	CmpZCUQwsLlAL5a7k	192.168.10.15	57095	23.208.92.92	80	inflate_failed	-	F	zeek	ZIP
1499192523.955709	CWUsW34iSoBzN8pvth	192.168.10.15	57119	192.99.16.81	80	inflate_failed	-	F	zeek	ZIP
1499192524.114632	C2LMgC44RjJKAo93wl	192.168.10.15	57129	184.84.243.201	80	inflate_failed	-	F	zeek	ZIP
1499192526.809293	C4hyTQ2DPoRnHblog3	192.168.10.17	44362	115.127.226.243	443	possible_split_routing	-	F	zeek	-
1499192548.907812	C6ZNMn23eawLgTsrJ6	192.168.10.8	55877	192.168.10.50	53262	possible_split_routing	-	F	zeek	-
1499192587.797447	C2Qpso3InEIVk2tCib	192.168.10.19	52678	172.217.3.106	80	inflate_failed	-	F	zeek	ZIP
1499192587.920569	CE4mcA1EQr58ghJdFh	192.168.10.19	57855	172.217.10.72	80	inflate_failed	-	F	zeek	ZIP
1499192600.544350	CAzqq3Z3Ro6QUeMN5	192.168.10.9	7982	172.217.9.227	443	possible_split_routing	-	F	zeek	-
1499192602.891608	COUkaH3gSpx87h8GGi	192.168.10.9	7998	104.16.130.65	80	possible_split_routing	-	F	zeek	-
1499192606.219216	Cj98JlXUP3cPRV9P9	192.168.10.8	55961	52.30.8.138	443	possible_split_routing	-	F	zeek	-
1499192606.219217	C2ZAqjgtBF8LmGU8g	192.168.10.8	55962	52.30.8.138	443	possible_split_routing	-	F	zeek	-
1499192629.849404	CBs6SIEfhDX7pBiXd	192.168.10.12	37294	23.50.75.27	80	possible_split_routing	-	F	zeek	-
1499192679.510278	CShT7TTcNMY5fNV7	192.168.10.5	59349	198.160.105.95	443	window_recision	-	F	zeek	-
1499192687.477383	CWB0IZ11BvxEeuLskf	192.168.10.17	37341	192.83.254.182	443	possible_split_routing	-	F	zeek	-
1499192687.477640	CvATCD1zkv4B9jsjS7	192.168.10.17	37343	192.83.254.182	443	possible_split_routing	-	F	zeek	-
1499192687.509051	C5thXN2hXXnFIgabf4	192.168.10.17	37357	192.83.254.182	443	possible_split_routing	-	F	zeek	-
1499192687.686661	Cd4Uqh1vlq9QWSrsed	192.168.10.17	37362	192.83.254.182	443	possible_split_routing	-	F	zeek	-
1499192692.894067	CkIfDw1NeW0WHoe1t5	192.168.10.17	42564	172.217.11.46	80	possible_split_routing	-	F	zeek	-
1499192807.736466	CaAhsK2Z61mWcZUTf1	192.168.10.14	56601	152.163.64.1	443	window_recision	-	F	zeek	-
1499192812.932570	CEaPbC4uKNepM0KDvb	192.168.10.5	59396	104.25.122.37	80	inflate_failed	-	F	zeek	ZIP
1499192813.137092	CEAsASKUyJyS5IDFl	192.168.10.5	59393	104.25.122.37	80	inflate_failed	-	F	zeek	ZIP
1499192814.090316	CweND83auACRrBTIqd	192.168.10.14	56712	192.82.242.50	443	window_recision	-	F	zeek	-
1499192816.705147	CNCxMC1B0KmctNWMb2	192.168.10.14	56621	64.12.235.115	443	window_recision	-	F	zeek	-
1499192822.271002	CZnIWnRpUGZi90kB1	192.168.10.14	56685	207.200.74.133	443	window_recision	-	F	zeek	-
1499192824.131824	CB5e2zr69i4p7A6Q2	192.168.10.14	56708	152.163.56.2	443	window_recision	-	F	zeek	-
1499192824.205598	CaSXos3uU53FUcbAG3	192.168.10.14	56714	152.163.56.2	443	window_recision	-	F	zeek	-
1499192853.652880	CV04Z01lZ2T7Qi5Hl3	192.168.10.17	39523	195.93.42.19	443	window_recision	-	F	zeek	-
1499192853.793169	Cnn0KN2J74SgRysYOk	192.168.10.19	33538	217.196.36.1	80	inflate_failed	-	F	zeek	ZIP
1499192854.328874	CGzd2A2AbvXrti7sA8	192.168.10.19	44481	217.196.36.3	80	inflate_failed	-	F	zeek	ZIP
1499192854.329861	Cb7BlloCBh6DD2cOd	192.168.10.19	44485	217.196.36.3	80	inflate_failed	-	F	zeek	ZIP
1499192854.346710	Ch7nL32mr5mXbRI4di	192.168.10.19	44487	217.196.36.3	80	inflate_failed	-	F	zeek	ZIP
1499192903.390827	CaZpqjiMwWH70uux4	192.168.10.12	37562	23.50.75.27	80	possible_split_routing	-	F	zeek	-
1499192925.678303	CWes6J1UiQ3Rq7oLu4	192.168.10.25	63145	5.196.44.172	80	inflate_failed	-	F	zeek	ZIP
1499192926.067109	C1zhcE1tGBG8CqBvP3	192.168.10.17	54031	54.149.16.101	443	possible_split_routing	-	F	zeek	-
1499192926.729753	CGi7U93DcUFnFqXTJ1	192.168.10.25	63160	104.88.70.158	80	inflate_failed	-	F	zeek	ZIP
1499192940.335467	CUwi2S3Qgy4zdzGAl1	192.168.10.16	52734	54.192.37.225	443	possible_split_routing	-	F	zeek	-
1499192941.397656	CB5yZq1jbVsVXv1Xxi	192.168.10.16	35944	68.64.16.192	443	window_recision	-	F	zeek	-
1499192943.022057	CiQz7K3HWwbYrHAgH2	192.168.10.16	42914	104.76.109.46	443	possible_split_routing	-	F	zeek	-
1499192950.942285	CbTuJZ1ObHm5EENjLf	192.168.10.16	48564	68.64.2.192	443	window_recision	-	F	zeek	-
1499192950.942648	CJ8iG718fwnqwrcUD3	192.168.10.16	48566	68.64.2.192	443	window_recision	-	F	zeek	-
1499192955.352201	CeFXoh2XrzqzEx0uO3	192.168.10.16	38126	152.163.56.2	443	window_recision	-	F	zeek	-
1499192955.360173	CtT1kfAzTIGmKdQDl	192.168.10.16	38134	152.163.56.2	443	window_recision	-	F	zeek	-
1499192955.864178	Cysthv2R3CnLL1lcDd	192.168.10.16	57272	152.163.66.131	443	window_recision	-	F	zeek	-
1499192957.208145	C8NPuj3xWLM3CvWsI2	192.168.10.16	33364	149.174.28.143	443	window_recision	-	F	zeek	-
1499193073.178281	CftiFD28bUGZaiLyJk	192.168.10.14	56777	172.217.11.14	80	possible_split_routing	-	F	zeek	-
1499193118.073640	CZHEQ345Vzwwjt9GM3	192.168.10.5	59469	152.163.64.1	443	window_recision	-	F	zeek	-
1499193118.263930	CxzAK57j3HOQQW7e	192.168.10.5	59474	64.12.245.38	443	window_recision	-	F	zeek	-
1499193118.549883	CW9Yitxvar3z5ARo	192.168.10.16	41570	23.65.238.154	443	possible_split_routing	-	F	zeek	-
